price,bedrooms,room_shared,room_private,person_capacity,superhost,multi,biz,cleanliness,guest_satisfaction,dist,metro_dist,attr_index,rest_index,lng,lat
337.9337631,1,FALSE,FALSE,2,FALSE,0,1,7,53,1.086061487,0.276527423,23.29921382,34.71895828,2.18109,41.38203
542.7421044,1,FALSE,FALSE,4,FALSE,0,1,9,91,0.773180316,0.49444733,18.26294567,23.4341137,2.17339,41.39362
619.0797589,2,FALSE,FALSE,6,FALSE,0,1,10,91,0.737453618,0.45558241,18.33239652,23.88401634,2.1734,41.39327
593.4787162,2,FALSE,FALSE,5,FALSE,0,1,10,88,0.777630177,0.476020724,18.09741955,23.13031719,2.17415,41.39341
593.4787162,2,FALSE,FALSE,5,FALSE,0,1,10,93,0.767318289,0.467283239,18.13676149,23.28113126,2.17406,41.39334
613.2613401,1,FALSE,FALSE,4,FALSE,0,1,8,84,1.078298122,0.154742187,32.28818711,27.24519129,2.16154,41.39446
433.8213047,3,FALSE,FALSE,6,FALSE,0,1,9,82,2.690027167,0.801392783,12.40966714,11.14895339,2.18214,41.40958
536.9236856,2,FALSE,FALSE,5,FALSE,0,1,10,90,0.180515227,0.195608806,20.29647496,31.27136531,2.16849,41.38829
619.0797589,2,FALSE,FALSE,6,FALSE,0,1,9,85,0.426250718,0.247301397,44.02917452,33.28788985,2.1751,41.38738
619.0797589,2,FALSE,FALSE,6,FALSE,0,1,9,87,0.426788946,0.143087789,24.85881237,29.00173219,2.17479,41.38849
619.0797589,2,FALSE,FALSE,6,FALSE,0,1,9,89,0.562797219,0.276941624,23.71696001,30.61865974,2.17651,41.38846
453.6039286,2,FALSE,FALSE,6,FALSE,0,1,9,80,0.168140664,0.184185807,21.30150997,29.96468229,2.17147,41.38818
719.8547723,2,FALSE,FALSE,6,FALSE,0,1,9,89,0.137703113,0.147897336,21.77499054,30.23212437,2.17154,41.3876
433.8213047,1,FALSE,FALSE,4,FALSE,0,1,10,95,0.581353399,0.119308986,35.8464127,40.20502278,2.1728,41.38234
672.376475,2,FALSE,FALSE,6,FALSE,0,1,9,82,0.420291412,0.303975937,26.64601715,35.01724581,2.17294,41.38406
481.299602,1,FALSE,FALSE,4,FALSE,0,1,10,89,0.916032159,0.287971593,24.00435424,30.04339401,2.16212,41.39286
287.1971513,1,FALSE,FALSE,2,FALSE,0,1,9,79,1.072192193,0.327802031,23.53157497,37.88587916,2.17743,41.37926
161.984779,1,FALSE,TRUE,2,TRUE,0,0,10,99,1.720564636,0.316651326,12.1130503,18.40981402,2.1555,41.37615
237.1587497,1,FALSE,TRUE,2,FALSE,1,0,10,96,0.812220372,0.173476176,34.01923567,46.3256873,2.17534,41.38102
277.6549445,1,FALSE,TRUE,2,FALSE,0,0,9,88,0.818803635,0.559415864,17.75413221,28.0525918,2.1668,41.38017
237.1587497,1,FALSE,TRUE,2,FALSE,0,0,10,91,1.309471002,0.236985501,12.46771405,20.15417765,2.15617,41.38162
254.6140061,1,FALSE,TRUE,2,FALSE,0,0,10,95,1.584514613,0.702917099,18.16020925,17.42257093,2.17955,41.39947
200.1536063,1,FALSE,TRUE,2,FALSE,1,0,10,92,0.989376392,0.526389958,16.33000469,28.88253744,2.15882,41.39003
188.5167687,1,FALSE,TRUE,2,FALSE,1,0,9,92,0.968849445,0.583992709,15.79325359,33.58462388,2.15874,41.38916
186.1894012,1,FALSE,TRUE,2,FALSE,1,0,9,91,0.993173617,0.573796122,15.21502242,29.22890115,2.1583,41.38863
125.9105825,1,FALSE,TRUE,2,FALSE,0,0,9,82,1.208066134,0.421996379,20.58955949,33.29720263,2.18392,41.38419
491.7727558,2,FALSE,FALSE,6,FALSE,0,1,10,95,1.984889332,0.296531566,24.23707262,15.40209038,2.171,41.405
161.984779,1,FALSE,TRUE,2,TRUE,0,0,10,99,1.535320448,0.306354426,12.80035696,22.1654246,2.16385,41.37411
300.9286196,1,FALSE,TRUE,2,FALSE,0,0,10,97,0.595917654,0.253321063,37.52545945,35.18256724,2.17587,41.38408
266.2508437,1,FALSE,TRUE,2,FALSE,0,0,9,95,2.595725147,0.631165753,14.63424231,12.0784876,2.17663,41.40998
636.3022785,3,FALSE,FALSE,6,FALSE,0,1,9,90,1.630517077,0.691034932,17.50515723,16.02831136,2.18033,41.3996
148.0205739,1,FALSE,TRUE,2,FALSE,0,1,8,85,2.013960547,0.2088592,12.18430551,18.24125045,2.151,41.376
168.9668816,1,FALSE,TRUE,2,FALSE,1,0,9,87,1.527710964,0.0752093,12.57745597,19.35248901,2.16054,41.37537
127.307003,1,FALSE,TRUE,2,TRUE,0,0,10,96,0.816198777,0.098926184,26.88485041,36.01746628,2.17924,41.38474
341.4248144,2,FALSE,FALSE,6,FALSE,0,1,10,92,0.83632575,0.468960039,24.39907535,27.82820418,2.1655,41.39386
117.997533,1,FALSE,TRUE,2,FALSE,1,0,9,92,1.73351939,0.491467717,14.42750152,20.71858801,2.15803,41.39988
174.7853003,1,FALSE,TRUE,2,FALSE,0,0,9,88,0.821435895,0.017044627,29.46123735,35.84130118,2.17876,41.38377
495.2638071,0,FALSE,FALSE,2,FALSE,1,0,10,88,0.892393513,0.223236233,32.75406815,50.83205537,2.17558,41.38028
518.3047455,0,FALSE,FALSE,4,FALSE,1,0,10,95,0.780826529,0.188947957,33.55789211,43.01259952,2.17556,41.38148
196.8952917,1,FALSE,TRUE,3,FALSE,0,0,9,93,2.094402382,0.227665169,24.88033625,15.01368479,2.17248,41.40591
125.2123723,1,FALSE,TRUE,2,FALSE,1,0,9,87,1.718969555,0.240329904,12.25058675,17.80396882,2.16187,41.37292
362.1383853,3,FALSE,FALSE,5,FALSE,0,1,10,77,1.879540775,0.216343719,32.85493319,16.42370608,2.172,41.404
335.6063956,1,FALSE,FALSE,4,FALSE,0,1,8,80,2.517440522,0.576636899,15.19362224,12.14106955,2.178,41.409
491.7727558,3,FALSE,FALSE,6,FALSE,0,1,10,94,1.984893931,0.296538119,24.23673092,15.40206912,2.171,41.405
201.31729,1,FALSE,TRUE,2,TRUE,0,0,10,97,3.616079291,0.261728146,9.135262276,8.929423424,2.14162,41.41171
983.5455117,3,FALSE,FALSE,5,FALSE,0,1,10,94,0.888917991,0.400323961,17.50904241,21.52405212,2.17614,41.39368
221.0999139,1,FALSE,TRUE,2,FALSE,1,0,9,89,2.657712562,0.70613352,13.69248414,11.54323256,2.17804,41.4103
161.984779,1,FALSE,TRUE,2,FALSE,0,0,10,95,2.437001141,0.161567245,9.903310167,13.50458918,2.14414,41.37703
542.7421044,1,FALSE,FALSE,4,FALSE,0,1,10,94,0.614466198,0.288495031,18.75802878,24.98659353,2.17421,41.39168
1619.84779,1,FALSE,TRUE,2,TRUE,0,0,10,99,1.013639973,0.382484448,21.86699006,31.3060004,2.18209,41.38635
672.376475,2,FALSE,FALSE,6,FALSE,0,1,10,90,0.402991043,0.298488325,26.06510861,36.75999159,2.17171,41.38374
672.376475,2,FALSE,FALSE,6,FALSE,0,1,9,91,0.467804813,0.24944367,27.97960157,35.5294172,2.17299,41.38357
335.3736589,0,FALSE,FALSE,3,FALSE,0,1,9,82,1.708245161,0.408736475,14.26380321,20.38182547,2.157,41.399
804.1054763,2,FALSE,FALSE,5,FALSE,0,1,10,93,2.572310819,0.609020171,15.23370872,12.91798644,2.175,41.41
475.71392,2,FALSE,FALSE,6,FALSE,0,1,10,93,2.909156216,0.713421282,11.29386053,10.41742085,2.181,41.412
179.4400354,1,FALSE,TRUE,2,FALSE,1,0,8,86,0.15750786,0.138708425,20.98050125,32.0139391,2.16909,41.3859
176.8799311,1,FALSE,TRUE,2,FALSE,1,0,8,88,0.307382759,0.286319536,23.27351812,39.35432008,2.17047,41.38439
300.9286196,1,FALSE,TRUE,2,FALSE,0,0,10,93,1.07158805,0.133568941,24.57913496,28.39086679,2.161,41.394
404.9619475,3,FALSE,FALSE,4,TRUE,1,0,9,93,1.104019106,0.586984396,17.71502562,19.90571286,2.176,41.396
138.9438406,1,FALSE,TRUE,3,FALSE,1,0,9,88,2.324137337,0.212206997,10.70305193,14.46266596,2.14601,41.37658
200.1536063,1,FALSE,TRUE,2,FALSE,1,0,8,85,0.933556106,0.345983754,22.14165187,29.54343925,2.17098,41.37876
161.984779,1,FALSE,TRUE,2,FALSE,0,0,8,83,0.361400105,0.255638042,27.05512538,37.14676256,2.17433,41.38699
208.2993926,1,FALSE,TRUE,2,TRUE,1,0,10,95,1.7529311,0.935170471,13.71189298,26.32340124,2.18788,41.37888
137.7801569,1,FALSE,TRUE,2,TRUE,0,0,10,98,2.538218367,0.318886353,11.15476084,12.61954746,2.14654,41.37264
190.8441362,1,FALSE,TRUE,2,TRUE,1,0,10,97,0.815444974,0.272141216,14.96280486,24.61073427,2.16115,41.38407
181.5346661,1,FALSE,TRUE,2,FALSE,1,0,8,82,0.819720206,0.420500908,20.15743072,29.48208341,2.1687,41.37982
128.4706868,1,FALSE,TRUE,2,FALSE,1,0,9,89,1.768502118,0.198196819,12.18729069,17.15209722,2.16042,41.37294
144.5295227,1,FALSE,TRUE,2,FALSE,1,0,9,86,1.241018864,0.791520707,18.82526566,21.71932303,2.16798,41.39821
107.5243792,1,FALSE,TRUE,2,FALSE,0,1,6,77,1.739151935,0.614033935,13.8373205,14.71615488,2.185,41.398
